Thu Mar 12 10:25:29 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6025607585906982,1,0,0,0
Thu Mar 12 10:25:45 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:46 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:47 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:48 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:49 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:50 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:51 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:52 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:53 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:25:54 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.6212799549102783,1,0,0,0
Thu Mar 12 10:26:12 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-0.29268181324005127,1,0,0,0
