Thu Mar 12 13:13:25 2026,-5.5454942721189227e-11,-1.3233645721207163e-15,-1.5921900272369385,1,0,0,0
Thu Mar 12 13:13:55 2026,45.29010772705078,-3.850132088700775e-06,-2.6754729747772217,0.9999945163726807,5.500012889569916e-09,-0.003319298382848501,-3.734724973725179e-09
Thu Mar 12 13:13:56 2026,48.32120895385742,-3.878849838656606e-06,-3.2951550483703613,0.966236412525177,2.6597724023247338e-09,0.2576570212841034,-5.520861989793957e-09
Thu Mar 12 13:13:57 2026,47.26280212402344,-3.700617526192218e-06,-2.624732255935669,0.998944103717804,-5.370747047095392e-08,0.04594283923506737,-1.4737000064712902e-08
Thu Mar 12 13:13:58 2026,45.09172439575195,-3.525809461280005e-06,-2.8213913440704346,0.9934135675430298,-1.330001619948007e-08,-0.11458396911621094,-1.2858470732624028e-08
Thu Mar 12 13:13:59 2026,44.7391242980957,-3.666946440716856e-06,-2.7319867610931396,0.9983233213424683,-1.236893343303791e-08,-0.057884104549884796,-1.3954662314574762e-08
Thu Mar 12 13:14:00 2026,45.495887756347656,-4.224832537147449e-06,-2.68715763092041,0.9996262192726135,-2.757885297910434e-08,0.0273403562605381,-1.654691850205836e-08
Thu Mar 12 13:14:01 2026,45.87156677246094,-4.960048499924596e-06,-2.6900014877319336,0.9995085000991821,1.0677655382096418e-07,0.03135005384683609,-2.33620323086825e-08
Thu Mar 12 13:14:02 2026,45.688419342041016,-4.224897566018626e-06,-2.6754491329193115,0.999998927116394,4.6106489293151753e-08,-0.0014694867422804236,-2.448107316865844e-08
Thu Mar 12 13:14:03 2026,45.48985290527344,-3.4520523968240013e-06,-2.676170587539673,0.9999210834503174,-5.6945633986060784e-08,-0.012568572536110878,-2.4345462534824946e-08
Thu Mar 12 13:14:04 2026,45.50234603881836,-3.5679995562531985e-06,-2.673957586288452,0.9999950528144836,-9.491509800341191e-09,-0.003138812491670251,-2.3506409263518435e-08
