Thu Mar 12 15:00:29 2026,Takeoff,0
Thu Mar 12 15:00:44 2026,Forward,10
Thu Mar 12 15:01:10 2026,Reset,0
Thu Mar 12 15:01:32 2026,Takeoff,0
