Thu Mar 12 15:37:52 2026,Takeoff,0
Thu Mar 12 15:38:12 2026,Forward,10
Thu Mar 12 15:47:22 2026,Forward,10
Thu Mar 12 15:47:27 2026,Takeoff,0
Thu Mar 12 15:47:40 2026,Forward,10
